lon,lat,Bmag,Br,Btheta,Bphi,Bmag_surface
0.0,-90.0,2.374014435497076,0.5490773859100931,1.128576558033192,2.0151361038124924,20.179122701725145
1.0,-90.0,1.4839754326483128,-0.8705501469159096,1.2013389617901735,0.0333200434174905,12.61379117751066
2.0,-90.0,1.9922705870484034,1.9390152698537737,0.1744982205961466,-0.4229801961095405,16.934299989911427
3.0,-90.0,4.110091514304549,-3.8375792424039616,0.457202737091705,1.3988579168108346,34.93577787158866
4.0,-90.0,2.7580012868032338,-0.1954512457930889,2.750928843217663,-0.0275754978078873,23.443010937827488
5.0,-90.0,4.316738771415431,-3.7050195104849504,-1.4319716287982125,-1.690124640931568,36.69227955703116
6.0,-90.0,2.0775337544794583,-1.0876431573618257,-1.5197743931598515,0.9074495342117476,17.659036913075397
7.0,-90.0,3.890981614954396,-1.1845009654692524,-0.3837788132488875,-3.686381588118192,33.073343727112366
8.0,-90.0,1.7953841400314559,-0.9322483314061396,-0.0088734141753622,-1.5343528021246713,15.260765190267374
9.0,-90.0,2.1165846975741816,-0.1899365499658381,-1.9245545263650732,-0.8602004208554962,17.990969929380544
10.0,-90.0,3.2657627487943413,-2.349410523604295,-1.7896110354057786,-1.393832437900632,27.758983364751906
11.0,-90.0,1.5035420231028391,0.631831478692812,0.8558137175378483,-1.0625490476411343,12.780107196374132
12.0,-90.0,3.342442624958189,0.6695457458419979,-1.1336114282480574,-3.072223352086835,28.410762312144605
13.0,-90.0,2.3500858454298807,0.0970670471305345,0.8831258947063461,2.175676934508051,19.975729686153983
14.0,-90.0,2.306696561214113,1.6635738607766957,1.5476518879477978,0.3976740738206989,19.60692077031996
15.0,-90.0,5.159027814960952,1.457514726551377,-3.085929114242493,3.868883601156435,43.85173642716809
16.0,-90.0,3.558700057261692,-1.4164921399950858,1.943675919152229,2.6229792290817415,30.24895048672438
17.0,-90.0,0.5787774327114424,0.2063670658309226,-0.4223856685885303,0.3376185683984282,4.919608178047261
18.0,-90.0,2.4511993588143017,-1.258210018524569,1.577238624624241,-1.39197850807025,20.835194549921564
19.0,-90.0,2.510973652241527,-2.4960297565377116,0.2605432442633114,-0.0833147921931784,21.343276044052978
20.0,-90.0,3.8277423449520867,0.3057616580508173,-3.386387375173475,-1.757982313071158,32.53580993209274
21.0,-90.0,1.4378154225433244,0.3208909686705082,1.401189120261211,-0.0317997608600287,12.221431091618255
22.0,-90.0,1.6931843897351135,0.0194145694715066,1.6736561550499225,-0.2556785614759568,14.392067312748464
23.0,-90.0,0.9055779930240073,-0.8592682086465092,-0.0968586726706365,-0.2689759182292918,7.697412940704062
24.0,-90.0,1.4776752012863776,0.9344575289349978,-1.0138706535443511,-0.5313938511076176,12.56023921093421
25.0,-90.0,3.752162494232402,-2.654266091428058,0.0623592479804544,2.651359316126513,31.893381200975412
26.0,-90.0,1.3162947030969818,1.053313289847168,-0.7887385430850423,-0.0324710561052803,11.188504976324346
27.0,-90.0,1.3613856171310499,-0.310534806617473,-0.3340706160800623,1.2827064184302757,11.571777745613923
28.0,-90.0,1.6936988711372913,1.3919644862693434,0.4287978186126631,-0.8643975739263036,14.396440404666976
29.0,-90.0,2.3069036495118023,-1.982149329816071,-0.2375609928740337,-1.1560507156285476,19.60868102085032
30.0,-90.0,4.065043902269534,0.3821959029104713,1.9393346258876472,-3.5521105596546945,34.55287316929104
31.0,-90.0,1.6254177986382417,1.1499166937834795,0.8317817487375267,0.7923469820446095,13.816051288425054
32.0,-90.0,1.5128003379291568,-0.5012532862991299,-1.4263216706267503,-0.0540046045574817,12.858802872397836
33.0,-90.0,3.294057597236397,0.3299919545961599,3.2729062340994575,-0.1732210916878664,27.999489576509372
34.0,-90.0,1.2598538884718231,0.5832869513554378,-0.9713093811559244,0.5509684553171326,10.708758052010497
35.0,-90.0,2.3394116850758286,-1.811606592198368,1.3321981132162974,0.6451176439345631,19.884999323144545
36.0,-90.0,5.237046092311601,-0.3182593839427958,1.3651324914414122,-5.0459663116532525,44.51489178464861
